chainNum,iteration,alpha,beta,trialNum,accuracy,descriptionLength,speakerUtterance,intendedSequence,listenerResponse
20,0,4,0.9,0,true,14,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 7~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,v r_6 v l_5 h r_4 h r_7 h l_1 v v r_1 h
20,0,4,0.9,1,true,13,h l_4 h l_1 v v r_12 h l_1 v v r_1 h,place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.~~~move to the right by 1~~~place a horizontal block.,h l_4 h l_1 v v r_12 h l_1 v v r_1 h
20,0,4,0.9,2,true,14,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v,place a vertical block.~~~move to the right by 6~~~place a vertical block.~~~move to the left by 5~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.~~~move to the right by 9~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,v r_6 v l_5 h r_4 h r_9 h l_4 h l_1 v v
20,0,4,0.9,3,false,10,chunk_8 r_1 h r_12 h l_4 h l_1 v v,bloop~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 12~~~place a horizontal block.~~~move to the left by 4~~~place a horizontal block.~~~move to the left by 1~~~place a vertical block.~~~place a vertical block.,? r_1 h r_12 h l_4 h l_1 v v
20,0,4,0.9,4,false,8,chunk_8 r_1 h r_6 chunk_9 h r_4 h,bleep~~~move to the right by 1~~~place a horizontal block.~~~move to the right by 6~~~blarp~~~place a horizontal block.~~~move to the right by 4~~~place a horizontal block.,chunk_8 r_1 h r_6 chunk_8 h r_4 h
20,0,4,0.9,5,false,3,chunk_L r_9 chunk_Pi,bloop~~~move to the right by 9~~~bleep,chunk_L r_9 ?
20,0,4,0.9,6,false,3,chunk_Pi r_7 chunk_C,blah~~~move to the right by 7~~~blab,chunk_8 r_7 chunk_L
20,0,4,0.9,7,false,3,chunk_Pi r_9 chunk_L,bloop~~~move to the right by 9~~~bleep,chunk_Pi r_9 ?
20,0,4,0.9,8,false,3,chunk_L r_12 chunk_C,blarp~~~move to the right by 12~~~bleep,chunk_Pi r_12 chunk_8
20,0,4,0.9,9,false,3,chunk_C r_12 chunk_L,blah~~~move to the right by 12~~~blarp,chunk_C r_12 chunk_C
